name_tw	itemId		
納夏薄絹	20270		
拉坦尼葉	20271		
道士布	20272		
納夏鞣革	20273		
仿製方窗	20310		
風景畫：威羅迪納基地	20311		
風景畫：幻我園	20312		
風景畫：開宗堂	20313		
風景畫：帝國東方堡	20314		
風景畫：昏暗林	20315		
風景畫：賈萳寢宮	20316		
風景畫：對等石	20317		
風景畫：藏淚丘	20318		
風景畫：寒爐村	20319		
風景畫：紐恩克雷夫的方舟	20320		
風景畫：阿拉加納	20321		
風景畫：御制監望塔	20322		
風景畫：贖罪之腕	20323		
風景畫：赤紅神塔	20324		
風景畫：啟程回廊	20325		
風景畫：要塞城邦阿拉米格	20326		
風景畫：阿拉米格人居住區	20327		
風景畫：望雲塔	20328		
風景畫：聖禮拜台	20329		
風景畫：地下水路	20330		
風景畫：天營門	20331		
風景畫：赤誠組營房前	20332		
風景畫：望海樓	20333		
風景畫：小金街	20334		
風景畫：小金街後巷	20335		
風景畫：潮風亭	20336		
風景畫：碧玉水	20337		
風景畫：沖之岩	20338		
風景畫：天之御柱	20339		
風景畫：酒杯島	20340		
風景畫：絕鬼島	20341		
風景畫：漁村	20342		
風景畫：岩燕廟	20343		
風景畫：帝國河畔堡	20344		
風景畫：茨菰村	20345		
風景畫：七彩溝	20346		
風景畫：多瑪城	20347		
風景畫：大龍月門	20348		
風景畫：弓束官邸	20349		
風景畫：喬爾艾恩石環	20350		
風景畫：朵塔兒水洲	20351		
風景畫：暮暉王座	20352		
風景畫：重逢市集	20353		
風景畫：恰佳遺骨堂	20354		
風景畫：晨曦王座	20355		
獄火打刀	20358		
獄火刺劍	20359		
旋風神血	20362		
旋風神傲	20363		
厚土打刀	20366		
厚土花劍	20367		
極王莫古打刀	20370		
善王莫古刺劍	20371		
驚雷震霆	20378		
驚雷電掣	20379		
靈銀打刀	20388		
靈銀刺劍	20389		
靈銀太刀	20390		
靈銀花劍	20391		
硬銀打刀	20392		
硬銀刺劍	20393		
硬銀太刀	20394		
硬銀花劍	20395		
堅鋼打刀	20396		
皇金刺劍	20397		
無盡雲神刀	20428		
無盡雲神刺劍	20429		
偃武太刀	20432		
偃武刺劍	20433		
圓桌之太刀	20436		
圓桌之刺劍	20437		
生命之太刀	20440		
生命之刺劍	20441		
道士冠巾	20470		
道士袍服	20471		
道士手套	20472		
道士長褲	20473		
道士雲履	20474		
斗笠	20475		
奧黛	20476		
闊腿褲	20477		
木涼鞋	20478		
巧兒海陸行鳥	20524		
獺獺	20525		
龍之孫	20528		
刺球球	20529		
分福	20530		
旅雀兒	20531		
新型迷你夕霧	20533		
迷你格林瓦特	20536		
迷你鯰魚精	20537		
伊沃恩玩偶	20538		
迷你奇美拉	20539		
魔導復仇者追蹤型	20541		
吉多	20542		
迷你庫洛	20544		
須佐之男之形	20545		
吉祥天女之形	20546		
俾斯麥之形	20547		
須佐之男裝甲	20558		
吉祥天女裝甲	20560		
鮭魚籽	20613		
肥蚯蚓	20614		
赤蟲	20615		
蠶蛹	20616		
活蝦	20617		
蔓菁擬餌	20618		
懸浮誘餌魚	20619		
嗡嗡石蠅	20675		
藍磯沙蠶	20676		
木製東洋小屋房頂	20680		
混合製東洋小屋房頂	20681		
石製東洋小屋房頂	20682		
木製東洋公館房頂	20683		
混合製東洋公館房頂	20684		
石製東洋公館房頂	20685		
木製東洋別墅房頂	20686		
混合製東洋別墅房頂	20687		
石製東洋別墅房頂	20688		
木製東洋小屋外牆	20689		
混合製東洋小屋外牆	20690		
石製東洋小屋外牆	20691		
木製東洋公館外牆	20692		
混合製東洋公館外牆	20693		
石製東洋公館外牆	20694		
木製東洋別墅外牆	20695		
混合製東洋別墅外牆	20696		
石製東洋別墅外牆	20697		
東洋方窗	20698		
東洋格窗	20699		
東洋拱窗	20700		
東洋雕花門	20701		
東洋鑲金門	20702		
東洋描花門	20703		
東洋木製煙囪	20704		
東洋朱漆煙囪	20705		
東洋石製煙囪	20706		
東洋木製遮蓬	20707		
東洋朱漆遮蓬	20708		
東洋石製遮蓬	20709		
東洋木製門牌	20710		
東洋鑲金門牌	20711		
東洋古典門牌	20712		
東洋紋飾圍牆	20713		
東洋鑲金圍牆	20714		
東洋石製圍牆	20715		
東洋內牆	20716		
東洋地板	20718		
東洋吊頂雪洞燈	20720		
東洋吊頂行燈	20721		
東洋吊頂燈籠	20722		
小型東洋城堡外牆	20723		
中型東洋城堡外牆	20724		
大型東洋城堡外牆	20725		
東洋書桌	20726		
東洋矮桌	20727		
東洋長凳	20728		
東洋座椅	20729		
東洋長椅	20730		
東洋睡床	20731		
東洋矮櫃	20732		
東洋衣櫃	20733		
東洋書櫃	20734		
東洋櫥櫃	20735		
東洋開架書櫃	20736		
東洋烹飪台	20737		
東洋地爐	20738		
紙窗屏風	20739		
翠竹盆栽	20740		
東洋置行燈	20741		
手持提燈	20742		
東洋掛軸	20743		
裝飾摺扇	20744		
衣架	20745		
紅珊瑚擺件	20746		
虎徹複製品	20747		
現代鎧甲	20748		
東方筆	20749		
東方卷軸	20750		
瓷壺	20751		
仿製圓窗	20752		
仿製彩繪玻璃窗	20753		
神龍之翼	20754		
甲人族玩偶	20755		
茄子騎士花瓶	20756		
蒜頭明星花瓶	20757		
曼德拉王后花瓶	20758		
洋蔥王子花瓶	20759		
番茄國王花瓶	20760		
東方垂柳	20772		
燈籠	20773		
水族箱內飾：財寶	20774		
白雲花	20791		
白雲花種子	20792		
魔蕨菜	20793		
魔蕨菜孢子	20794		
光明百合種子	20795		
紅色光明百合	20796		
藍色光明百合	20797		
黃色光明百合	20798		
綠色光明百合	20799		
橙色光明百合	20800		
紫色光明百合	20801		
白色光明百合	20802		
黑色光明百合	20803		
混色光明百合	20804		
紅色光明百合頭花	20805		
藍色光明百合頭花	20806		
黃色光明百合頭花	20807		
綠色光明百合頭花	20808		
橙色光明百合頭花	20809		
紫色光明百合頭花	20810		
白色光明百合頭花	20811		
黑色光明百合頭花	20812		
混色光明百合頭花	20813		
神龍裝甲	21042		
飛行座椅	21052		
迷你飛燕	21055		
羅波那之形	21057		
豆豆柴	21058		
天狗玩偶	21059		
象魔人偶	21060		
六角小螈螈	21063		
小無尾熊	21064		
神龍玩偶	21065		
基拉巴尼亞鍊金藥	21082		
阿拉米格纖維	21083		
獅子魚油	21084		
基拉巴尼亞清水	21085		
太陽棉	21086		
王室鮭魚排	21087		
茶碗蒸	21088		
秘製高湯	21089		
神龍之鱗	21090		
基拉巴尼亞的特產組件材料	21096		
東方風格的收藏品組件材料	21097		
紀念品組件材料	21098		
梅氏一族的日用品組件材料	21099		
解放軍的軍需品組件材料	21100		
海濱空白隔離牆	21106		
林間空白隔離牆	21107		
綠洲空白隔離牆	21108		
東洋空白隔離牆	21109		
風景畫：隼巢	21110		
風景畫：交匯河營地	21111		
風景畫：臥龍島	21112		
風景畫：暮衛塔	21113		
風景畫：戈爾加涅牧場	21114		
風景畫：鐵杉村	21115		
風景畫：雪人居所	21116		
風景畫：征龍像	21117		
風景畫：黑鐵大橋	21118		
風景畫：龍涎	21119		
風景畫：板岩連峰	21120		
風景畫：骨頜族墓穴	21121		
風景畫：不潔村落	21122		
風景畫：不潔三塔	21123		
風景畫：悲嘆飛泉	21124		
風景畫：光輪祭壇	21125		
風景畫：尾羽部落	21126		
風景畫：索姆阿爾靈峰	21127		
風景畫：宗匠大工坊	21128		
風景畫：薩雷安治學區	21129		
風景畫：先賢偉業紀念碑	21130		
風景畫：知識神水瓶	21131		
風景畫：迦巴勒幻想圖書館	21132		
風景畫：奧恩原生林	21133		
風景畫：聖茉夏娜植物園	21134		
風景畫：莫古利之家	21135		
風景畫：龍巢神殿	21136		
風景畫：惋惜之晶遺跡	21137		
風景畫：天極白堊宮	21138		
風景畫：人王像	21139		
風景畫：書信之家	21140		
風景畫：飛龍港	21141		
風景畫：寬慰河	21142		
風景畫：自由腦巢穴	21143		
風景畫：悄聲小道	21144		
風景畫：龍人路	21145		
風景畫：沙利亞克大瀑布	21146		
風景畫：碩學之路	21147		
風景畫：小刀石柱群	21148		
風景畫：無名的龍雕像	21149		
風景畫：人王遺跡	21150		
風景畫：最高大的樹	21151		
風景畫：雲頂營地	21152		
風景畫：候鳥雲巢	21153		
風景畫：沃仙曦染	21154		
風景畫：魔窟離島	21155		
風景畫：落羽大房	21156		
風景畫：瓦納溫杜部落	21157		
風景畫：亨格坩堝	21158		
風景畫：飛空戰艦格拉提翁號	21159		
風景畫：無限回廊	21160		
風景畫：對偶處刑台	21161		
風景畫：魔科學研究所	21162		
風景畫：螺旋港	21163		
風景畫：隔離實驗島	21164		
風景畫：重組實驗室	21165		
風景畫：寒風島	21166		
風景畫：破碎脊骨	21167		
風景畫：起源島	21168		
風景畫：水晶增殖爐	21169		
風景畫：生體培養局	21170		
風景畫：古代大教堂	21171		
樞機魚	21174		
岩石魚	21175		
浮木魚	21176		
紫彩魚	21177		
虹鯧	21178		
一文字	21179		
滑溜獅子魚	21180		
椒鹽海豹	21193		
素材商人契約3	21199		
雜用商人契約3	21200		
修理工契約3	21201		
薩維奈秋意襯衫	21202		
薩維奈秋意禮服	21203		
拉札漢秋意襯衫	21204		
拉札漢斜紋布	21205		
薩維奈斜紋布	21206		
東洋隔離牆	21207		
管弦樂琴樂譜：蟲鳴	21274		
管弦樂琴樂譜：篝火	21275		
管弦樂琴樂譜：晨間廚房	21276		
管弦樂琴樂譜：猛禽獵食	21277		
管弦樂琴樂譜：衝擊	21279		
管弦樂琴樂譜：紅色黎明	21280		
管弦樂琴樂譜：登高遠望	21281		
管弦樂琴樂譜：鹽與苦難之歌	21282		
管弦樂琴樂譜：光宗耀祖	21283		
管弦樂琴樂譜：打開的玉手箱	21285		
管弦樂琴樂譜：英雄未成	21286		
管弦樂琴樂譜：策謀	21287		
管弦樂琴樂譜：離鄉	21288		
管弦樂琴樂譜：神龍見首	21289		
管弦樂琴樂譜：神龍見尾	21290		
管弦樂琴樂譜：三等分	21291		
管弦樂琴樂譜：橋上之戰	21292		
管弦樂琴樂譜：阿爾蒂瑪優雅形態	21293		
陳舊的樂譜：神龍見尾	21298		
粉紅胡椒	21301		
夜鋼長劍	21695		
夜鋼爪	21696		
夜鋼戰斧	21697		
黑柳長槍	21698		
黑柳大弓	21699		
夜鋼短刀	21700		
夜鋼巨劍	21701		
夜鋼雷火砲	21702		
黑柳牧杖	21703		
清銀法杖	21704		
清銀魔導書	21705		
清銀魔導典	21706		
清銀天星盤	21707		
夜鋼刀	21708		
清銀刺劍	21709		
夜鋼盾	21710		
夜鋼禦敵頭盔	21711		
夜鋼禦敵戰甲	21712		
夜鋼禦敵手鎧	21713		
真麻禦敵長裙	21714		
夜鋼禦敵鎧靴	21715		
夜鋼制敵頭盔	21717		
夜鋼制敵戰鎧	21718		
夜鋼制敵手鎧	21719		
真麻制敵馬褲	21720		
夜鋼制敵脛甲	21721		
清銀強襲假面	21723		
真麻強襲長衣	21724		
真麻強襲半指手套	21725		
真麻強襲軟甲褲	21726		
地懶革強襲高筒靴	21727		
真麻精準無簷帽	21729		
真麻精準外套	21730		
地懶革精準手套	21731		
真麻精準馬褲	21732		
地懶革精準高筒靴	21733		
真麻游擊無簷帽	21735		
真麻游擊外套	21736		
地懶革游擊手套	21737		
真麻游擊馬褲	21738		
地懶革游擊高筒靴	21739		
真麻治癒寬邊帽	21741		
真麻治癒長袍	21742		
真麻治癒手套	21743		
真麻治癒馬褲	21744		
地懶革治癒高筒靴	21745		
真麻詠咒寬邊帽	21747		
真麻詠咒長袍	21748		
真麻詠咒手套	21749		
真麻詠咒馬褲	21750		
地懶革詠咒高筒靴	21751		
清銀禦敵耳墜	21753		
清銀強攻耳墜	21754		
清銀精準耳墜	21755		
清銀治癒耳墜	21756		
清銀詠咒耳墜	21757		
黑柳禦敵項鍊	21758		
黑柳強攻項鍊	21759		
黑柳精準項鍊	21760		
黑柳治癒項鍊	21761		
黑柳詠咒項鍊	21762		
黑柳禦敵腕環	21763		
黑柳強攻腕環	21764		
黑柳精準腕環	21765		
黑柳治癒腕環	21766		
黑柳詠咒腕環	21767		
清銀禦敵戒指	21768		
清銀強攻戒指	21769		
清銀精準戒指	21770		
清銀治癒戒指	21771		
清銀詠咒戒指	21772		
鯊魚級船首	21792		
鯊魚級艦橋	21793		
鯊魚級船體	21794		
鯊魚級船尾	21795		
甲鱟級船首	21796		
甲鱟級艦橋	21797		
甲鱟級船體	21798		
甲鱟級船尾	21799		
幻象棱晶	21800		
華美型夜鋼禦敵戰甲	21804		
華美型夜鋼制敵戰鎧	21805		
華美型真麻強襲長衣	21806		
華美型真麻精準外套	21807		
華美型真麻游擊外套	21808		
華美型真麻治癒長袍	21809		
華美型真麻詠咒長袍	21810		
被褥	21811		
獺獺提燈	21813		
莫古利掛鐘	21815		
白虎邊桌	21816		
白虎寶座	21817		
麵包籃	21822		
阿爾法玩偶	21823		
博雷爾午茶組合	21824		
哈利卡納蘇斯午茶組合	21825		
磚塊內牆	21826		
懸掛櫥櫃	21827		
一籃蔬菜	21828		
中通隔斷牆	21829		
推車櫃台	21830		
卡邦庫爾浴缸	21833		
藥劑台	21834		
廚具架	21835		
般若面具	21836		
舞臺背板	21839		
阿難陀族玩偶	21840		
1級金屬水族箱	21841		
2級金屬水族箱	21842		
艾奧傑亞燈籠	21843		
炸彈火爐	21844		
東洋立柱	21845		
成堆的文件	21846		
家僕契約	21854		
素材系統契約	21855		
雜用系統契約	21856		
修理系統契約	21857		
家務系統契約	21858		
轉角樹籬隔離牆	21864		
竹林	21865		
東洋溫泉	21866		
博雷爾內牆	21867		
白色大理石地板	21868		
古典枝形吊燈	21869		
鬱金香球根	21875		
紅色鬱金香	21876		
藍色鬱金香	21877		
黃色鬱金香	21878		
綠色鬱金香	21879		
橙色鬱金香	21880		
紫色鬱金香	21881		
白色鬱金香	21882		
黑色鬱金香	21883		
混色鬱金香	21884		
油彩畫：破壞神像	21885		
油彩畫：血雨的訓誡	21886		
油彩畫：呵欠洞	21887		
油彩畫：阿拉基利	21888		
油彩畫：御制監望塔2	21889		
油彩畫：沉沒的破壞神像	21890		
油彩畫：阿拉米格人居住區2	21891		
油彩畫：瑞光像	21892		
油彩畫：樂座街	21893		
油彩畫：轉魂塔廣場	21894		
油彩畫：黃金船庫	21895		
油彩畫：紫水宮	21896		
油彩畫：奧薩德東岸	21897		
油彩畫：痙攣寨	21898		
油彩畫：高速魔導驅逐艇L-XXIII	21899		
油彩畫：模兒衣樓	21900		
油彩畫：摩艾石像	21901		
白鼬	21911		
迷你瑪格奈	21915		
迷你摩艾石像	21916		
米斯拉人偶	21917		
迷你法夫納	21918		
常風王子	21919		
白小虎	21920		
舞海月	21921		
金鯰	21922		
白虎裝甲	21924		
紅色鬱金香腕帶	21926		
藍色鬱金香腕帶	21927		
黃色鬱金香腕帶	21928		
綠色鬱金香腕帶	21929		
橙色鬱金香腕帶	21930		
紫色鬱金香腕帶	21931		
白色鬱金香腕帶	21932		
黑色鬱金香腕帶	21933		
混色鬱金香腕帶	21934		
冬意毛衣	21936		
冒險者毛衣	21937		
阿拉米格長外衣	21941		
白虎鬃毛	22307		
阿爾法之羽	22308		
幻河鯕	22389		
仿麻魚	22390		
鱷龜	22391		
紅尾鯰	22392		
薄毯章魚	22393		
鹽磨鯊	22394		
盆栽魚	22395		
花鬚鯙	22396		
紅彩魚	22397		
河中長老	22398		
薩維奈人造樹脂	22412		
薩維奈研磨劑	22413		
薩維奈棉布	22414		
薩維奈明礬	22415		
薩維奈黏著劑	22416		
夜鐵礦	22417		
清銀礦	22418		
黑柳原木	22419		
真麻	22420		
地懶的粗皮	22421		
3級剛力之靈水	22422		
3級巧力之靈水	22423		
3級耐力之靈水	22424		
3級智力之靈水	22425		
3級意力之靈水	22426		
夜鋼錠	22427		
清銀錠	22428		
黑柳木材	22429		
地懶革	22430		
章魚燒	22432		
什錦壽司卷	22433		
關東煮	22434		
犏牛肉排	22435		
紅蓮特飲	22436		
煎綠韭蔥	22437		
犏牛里肌肉	22438		
多瑪的黎明	22439		
樹籬隔離牆	22440		
紅蓮珊瑚	22441		
石像的碎片	22442		
豆腐鬆餅	22445		
甘露蜜	22446		
2級剛力之藥湯	22447		
2級巧力之藥湯	22448		
2級耐力之藥湯	22449		
2級智力之藥湯	22450		
2級意力之藥湯	22451		
聖麻布	22463		
阿拉米格絹布	22464		
管弦樂琴樂譜：小河流水	22465		
管弦樂琴樂譜：街市嘈雜	22466		
管弦樂琴樂譜：寺院鐘鳴	22467		
管弦樂琴樂譜：教堂鐘鳴	22468		
管弦樂琴樂譜：烈羽爭鋒	22473		
管弦樂琴樂譜：紅色夜闌	22474		
管弦樂琴樂譜：深宵之海	22475		
管弦樂琴樂譜：母以子貴	22476		
管弦樂琴樂譜：升起於地平	22477		
管弦樂琴樂譜：邪風颯颯	22479		
管弦樂琴樂譜：手下無情	22480		
管弦樂琴樂譜：鬼島	22481		
管弦樂琴樂譜：堅不可摧（身心二元）	22482		
管弦樂琴樂譜：豹頭環眼	22483		
管弦樂琴樂譜：自由或是死亡	22484		
管弦樂琴樂譜：天雷	22486		
管弦樂琴樂譜：天風	22487		
管弦樂琴樂譜：破碎	22489		
管弦樂琴樂譜：永遠的碎片	22490		
陳舊的樂譜：白帝竹林	22492		
真麻布	22493		
破碎的般若面具	22495		
常風寬邊帽	22509		
常風皮甲	22510		
常風手套	22511		
常風皮套褲	22512		
常風筒靴	22513		
常風皮盔帽	22514		
常風緊身衣	22515		
常風精準手套	22516		
常風垮褲	22517		
常風精準長靴	22518		
常風背帶襯衫	22519		
渡渡鳥登記台	22520		
鬚鯨級船首	22526		
鬚鯨級艦橋	22527		
鬚鯨級船體	22528		
鬚鯨級船尾	22529		
紅磚內牆	22530		
白色木地板	22531		
獺獺吊頂行燈	22532		
小型獺獺外牆	22533		
中型獺獺外牆	22534		
大型獺獺外牆	22535		
莫古利睡床	22536		
莫古利檯燈	22537		
獺獺餐桌	22538		
獺獺屏風	22539		
獺獺椅子	22540		
獺獺壁燈	22541		
矛與盾	22542		
裁縫師布料筐	22543		
月讀人偶	22545		
雜亂衣櫃	22548		
洗衣籃	22549		
皮包	22550		
皮鞋組合	22551		
蠟燭組合	22552		
林間小型儲物櫃	22553		
梯子	22554		
林間隔板門	22555		
綠洲隔板門	22556		
葡萄酒杯	22557		
吧台	22558		
吧椅	22559		
下裝衣架	22560		
鏈甲衣架	22561		
次元城的美麗花瓶	22562		
次元城的艷麗花瓶	22563		
衣樓模型	22568		
南海廚房	22569		
東洋清潔工具	22570		
水母檯燈	22574		
獺獺長椅	22579		
野餐套裝	22580		
天之御柱模型	22581		
獺獺行燈	22582		
大麗花的球根	22589		
紅色大麗花	22590		
藍色大麗花	22591		
黃色大麗花	22592		
綠色大麗花	22593		
橙色大麗花	22594		
紫色大麗花	22595		
白色大麗花	22596		
黑色大麗花	22597		
混色大麗花	22598		
管弦樂琴樂譜：Cornerstone of the New World - Astera	22603		
管弦樂琴樂譜：Savage of the Ancient Forest	22604		
管弦樂琴樂譜：Proof of a Hero	22605		
夜鋼鋸	22884		
夜鋼橫頭錘	22885		
夜鋼圓頭錘	22886		
夜鋼工藝錘	22887		
夜鋼圓革刀	22888		
清銀縫針	22889		
夜鋼蒸餾器	22890		
夜鋼煎鍋	22891		
夜鋼十字鎬	22892		
夜鋼手斧	22893		
黑柳釣竿	22894		
夜鋼羊角錘	22895		
夜鋼銼刀	22896		
夜鋼手鉗	22897		
清銀砂輪機	22898		
夜鋼平斬	22899		
黑柳紡車	22900		
夜鋼研缽	22901		
夜鋼廚刀	22902		
夜鋼碎石錘	22903		
夜鋼鐮刀	22904		
鬼師帽	22905		
鬼師胴著	22906		
鬼師手甲	22907		
鬼師束褲	22908		
鬼師草履	22909		
山師笠	22910		
山師胴著	22911		
山師手甲	22912		
山師束褲	22913		
山師草履	22914		
清銀巧匠耳墜	22916		
黑柳巧匠項鍊	22917		
黑柳巧匠腕環	22918		
黑柳巧匠戒指	22919		
清銀大地耳墜	22921		
地懶革大地項鍊	22922		
地懶革大地手環	22923		
地懶革大地指環	22924		
凱西耳墜	22973		
花花公子帽	22997		
花花公子皺邊禮服襯衫	22998		
花花公子皺邊褲	22999		
花花公子便鞋	23000		
風尚褶邊連衣裙	23001		
風尚花邊短裙	23002		
渡渡鳥角笛	23023		
凱西幼苗	23027		
塔魯塔魯人偶	23028		
迷你紗都	23030		
齊天小聖	23032		
迷你熙洛	23036		
月讀裝甲	23037		
尖叫者	23054		
白彩魚	23055		
橙彩魚	23056		
吞鉤苦魚	23057		
藍寶石扇鯧	23058		
教皇魚	23059		
怨婦蝦	23060		
不定魚	23061		
鑽石眼	23062		
花海龍	23063		
賭命河豚	23064		
春不知	23065		
速疾鬼鱷	23066		
卜傳	23067		
天女鯉	23068		
神諭苦魚	23069		
亞特可汗	23070		
靠椅	23097		
紅色大麗花頭花	23098		
藍色大麗花頭花	23099		
黃色大麗花頭花	23100		
綠色大麗花頭花	23101		
橙色大麗花頭花	23102		
紫色大麗花頭花	23103		
白色大麗花頭花	23104		
黑色大麗花頭花	23105		
混色大麗花頭花	23106		
改良型鬼師帽	23107		
改良型鬼師胴著	23108		
改良型鬼師手甲	23109		
改良型鬼師束褲	23110		
改良型鬼師草履	23111		
改良型山師笠	23112		
改良型山師胴著	23113		
改良型山師手甲	23114		
改良型山師束褲	23115		
改良型山師草履	23116		
基拉巴尼亞醫藥品組件的材料	23158		
防鯊用品組件的材料	23159		
庫爾札斯防寒用品組件的材料	23160		
翠水鄉特產組件的材料	23161		
雲海珍寶組件的材料	23162		
上級治療劑	23167		
上級乙太藥	23168		
紫雷水	23178		
鷹眼石	23179		
古木樹液塊	23180		
半魔晶石壹型	23181		
黃昏靈砂	23182		
鷹眼砂	23183		
古木樹液	23184		
金平糖	23185		
納夏煎餅	23186		
抹茶	23187		
辣椒焗乳酪	23188		
月讀綢緞	23209		
白澤的木之眼	23213		
白澤的火之眼	23214		
白澤的土之眼	23215		
白澤的金之眼	23216		
白澤的水之眼	23217		
白澤的五行眼	23218		
延夏沃土	23220		
延夏馬鞭草	23221		
海產油脂	23222		
天之松材	23227		
天之黏土	23228		
幸福兔玩偶	23229		
古董商契約	23230		
管弦樂琴樂譜：風鈴輕蕩	23315		
管弦樂琴樂譜：海中	23316		
管弦樂琴樂譜：勝利或是死亡	23317		
管弦樂琴樂譜：東方之地	23318		
管弦樂琴樂譜：離別	23319		
管弦樂琴樂譜：古都	23321		
管弦樂琴樂譜：月亮門	23322		
管弦樂琴樂譜：風水寶地	23323		
管弦樂琴樂譜：黑暗與白雪	23324		
管弦樂琴樂譜：基魯菲岡之謎	23328		
管弦樂琴樂譜：卒中	23329		
管弦樂琴樂譜：劍閃	23330		
管弦樂琴樂譜：月下美人	23331		
管弦樂琴樂譜：彼岸花開	23332		
陳舊的樂譜：月下芳華	23336		
陳舊的樂譜：海中	23337		
凶惡巨獸的毛皮	23342		
蜥蜴的尾巴	23345		
靈芝	23346		
恆冰地帶的天然水	23347		
恆冰地帶的鼠尾草	23348		
靜魔藥	23349		
恆冰頭巾	23350		
恆冰襯衫	23351		
恆冰纏手帶	23352		
恆冰束膝褲	23353		
恆冰涼鞋	23354		
恆冰頭飾	23355		
恆冰短外套	23356		
恆冰手套	23357		
恆冰及膝褲	23358		
恆冰工作靴	23359		
演技教材·好冷	23366		
髮型樣式：基拉巴尼亞編髮	23369		
風尚禮帽	23373		
風尚禮鞋	23374		
風尚布	23375		
風尚鞣革	23376		
花花公子布	23377		
花花公子鞣革	23378		
羅剎劍	23768		
羅剎鐵甲	23769		
羅剎大斧	23770		
羅剎長槍	23771		
羅剎大弓	23772		
羅剎短刀	23773		
羅剎大太刀	23774		
羅剎短銃	23775		
羅剎錫杖	23776		
羅剎咒杖	23777		
羅剎經典	23778		
羅剎文書	23779		
羅剎天儀	23780		
羅剎刀	23781		
羅剎細劍	23782		
羅剎大盾	23783		
羅剎豪士面飾	23784		
羅剎豪士袈裟	23785		
羅剎豪士籠手	23786		
羅剎豪士筒袴	23787		
羅剎豪士護脛	23788		
羅剎槍士面飾	23790		
羅剎槍士袈裟	23791		
羅剎槍士籠手	23792		
羅剎槍士筒袴	23793		
羅剎槍士護脛	23794		
羅剎拳士眼帶	23796		
羅剎拳士羽織	23797		
羅剎拳士手甲	23798		
羅剎拳士袴	23799		
羅剎拳士草履	23800		
羅剎弓士眼帶	23802		
羅剎弓士羽織	23803		
羅剎弓士手甲	23804		
羅剎弓士袴	23805		
羅剎弓士草履	23806		
羅剎間士眼帶	23808		
羅剎間士羽織	23809		
羅剎間士手甲	23810		
羅剎間士袴	23811		
羅剎間士草履	23812		
羅剎學士冠	23814		
羅剎學士道衣	23815		
羅剎學士手甲	23816		
羅剎學士筒袴	23817		
羅剎學士草履	23818		
羅剎術士冠	23820		
羅剎術士道衣	23821		
羅剎術士手甲	23822		
羅剎術士筒袴	23823		
羅剎術士草履	23824		
羅剎豪士耳飾	23826		
羅剎鬥士耳飾	23827		
羅剎弓士耳飾	23828		
羅剎學士耳飾	23829		
羅剎術士耳飾	23830		
羅剎豪士首飾	23831		
羅剎鬥士首飾	23832		
羅剎弓士首飾	23833		
羅剎學士首飾	23834		
羅剎術士首飾	23835		
羅剎豪士手飾	23836		
羅剎鬥士手飾	23837		
羅剎弓士手飾	23838		
羅剎學士手飾	23839		
羅剎術士手飾	23840		
羅剎豪士指飾	23841		
羅剎鬥士指飾	23842		
羅剎弓士指飾	23843		
羅剎學士指飾	23844		
羅剎術士指飾	23845		
服裝模特	23846		
羅剎豪士袈裟·改	23847		
羅剎槍士袈裟·改	23848		
羅剎拳士羽織·改	23849		
羅剎弓士羽織·改	23850		
羅剎間士羽織·改	23851		
羅剎學士道衣·改	23852		
羅剎術士道衣·改	23853		
湯鍋燉菜	23862		
朱雀的壁掛雕塑	23863		
羅蘭莓塔	23874		
天然水晶	23875		
格里達尼亞捧花	23876		
仿製百葉窗	23877		
扮家家酒組合	23878		
木製展示櫃	23879		
毛線編織物	23880		
探險旅行包	23881		
香料架	23882		
麵包置物架	23883		
紅木雙層床	23884		
提籃	23885		
玻璃瓶套裝	23888		
木製托盤	23889		
木製杯子套裝	23890		
壁掛餐盤置物架	23891		
翠綠隔離牆	23892		
浴室地板墊	23893		
浴室瓦片牆	23894		
坐墊套裝	23896		
小鳥浴池	23897		
園藝砂礫	23898		
庭園磚地	23899		
絨毯	23900		
十二神吊燈	23901		
白色木牆	23902		
腔棘魚級船首	23903		
腔棘魚級艦橋	23904		
腔棘魚級船體	23905		
腔棘魚級船尾	23906		
朱孔雀	23989		
泥小點	23998		
艾爾凡人偶	24000		
小長頸駝	24001		
水豚幼獸	24002		
朱雀的尾部羽毛	24003		
私語呢絨大衣	24004		
私語呢絨打底褲	24005		
私語呢絨短靴	24006		
未鑑定的新銳文理碎晶	24007		
未鑑定的熟練文理碎晶	24008		
未鑑定的治癒文理碎晶	24009		
未鑑定的攻勢文理碎晶	24010		
未鑑定的守勢文理碎晶	24011		
未鑑定的斥候文理碎晶	24012		
未鑑定的支援文理碎晶	24013		
未鑑定的妨礙文理碎晶	24014		
朱雀裝甲	24143		
武士裝甲	24144		
馬蹄蓮球莖	24165		
紅色馬蹄蓮	24166		
藍色馬蹄蓮	24167		
黃色馬蹄蓮	24168		
綠色馬蹄蓮	24169		
橙色馬蹄蓮	24170		
紫色馬蹄蓮	24171		
白色馬蹄蓮	24172		
黑色馬蹄蓮	24173		
混色馬蹄蓮	24174		
紅色馬蹄蓮頭花	24175		
藍色馬蹄蓮頭花	24176		
黃色馬蹄蓮頭花	24177		
綠色馬蹄蓮頭花	24178		
橙色馬蹄蓮頭花	24179		
紫色馬蹄蓮頭花	24180		
白色馬蹄蓮頭花	24181		
黑色馬蹄蓮頭花	24182		
